TJ_Tag,ID,Device_1,Trip_1,Device_2,Trip_2,StartTime_1,EndTime_1,StartTime_2,EndTime_2
3444,6592775,10141,70,10131,299,189820,190120,62930,63230
3445,6593044,10141,71,10125,321,65470,66570,32640,33740
3446,6593107,10141,71,10137,632,59810,61010,11930,13130
3447,6593157,10141,72,10116,225,110780,113980,83260,86460
3448,6593157,10141,72,10116,225,118480,120480,90960,92960
3449,6593773,10141,88,10131,212,229610,230910,68270,69570
3450,6594920,10141,95,10130,570,144480,144680,89510,89710
3451,6599345,10141,139,10137,5501,66290,66490,213760,213960
3452,6599922,10141,141,10122,292,28810,29510,194130,194830
3453,6600914,10141,145,10137,5582,231330,231830,43290,43790
3454,6600942,10141,145,10137,5662,189950,190350,69000,69400
3455,6601673,10141,156,10130,256,91200,93300,132920,135020
3456,6602015,10141,160,10005,65,118710,119310,3200,3800
3457,6605222,10141,191,10130,561,153300,153700,73900,74300
3458,6613339,10141,253,10130,901,21950,23850,8710,10610
3459,6613339,10141,253,10130,901,54150,56550,40910,43310
3460,6614350,10141,263,10129,2333,20320,21520,51940,53140
3461,6614549,10141,267,10130,53,47570,48270,71250,71950
3462,6614549,10141,267,10130,53,71970,72870,95650,96550
3463,6614637,10141,267,10139,2052,34270,36970,148650,151350
3464,6614637,10141,267,10139,2052,44170,45070,158550,159450
3465,6615233,10141,270,10136,1795,37600,42600,100600,105600
3466,6615233,10141,270,10136,1795,44500,48200,107500,111200
3467,6615233,10141,270,10136,1795,49400,51200,112400,114200
3468,6615233,10141,270,10136,1795,52000,54900,115000,117900
3469,6615233,10141,270,10136,1795,66900,67700,129900,130700
3470,6615243,10141,270,10137,3625,100160,100260,54300,54400
3471,6616072,10141,282,10130,962,25170,26970,23800,25600
3472,6616084,10141,282,10130,1118,32170,33070,15000,15900
3473,6617606,10141,299,551,515,16400,21500,85030,90130
3474,6617910,10141,301,10118,932,2920,4620,172110,173810
3475,6617953,10141,301,10122,355,22920,25520,27010,29610
3476,6617953,10141,301,10122,355,29220,29820,33310,33910
3477,6618200,10141,301,10138,878,7920,8820,186040,186940
3478,6618283,10141,301,10139,7270,53920,59220,78640,83940
3479,6618283,10141,301,10139,7270,209520,209820,234240,234540
3480,6619113,10141,307,10129,2882,3300,8600,39910,45210
3481,6619227,10141,307,10136,1795,100200,100800,189100,189700
3482,6619273,10141,307,10137,3625,90260,90460,70200,70400
3483,6620869,10141,322,10138,1036,8510,9510,106600,107600
3484,6622195,10141,329,10125,2642,21300,24700,90160,93560
3485,6624692,10141,338,10129,1979,5220,16120,39080,49980
3486,6624734,10141,338,10131,1130,67120,67520,84790,85190
3487,6624749,10141,338,10131,1265,61420,61620,93830,94030
3488,6624750,10141,338,10131,2171,79820,80020,108750,108950
3489,6624786,10141,338,10134,483,24420,25820,159850,161250
3490,6626878,10141,355,90,14,11910,12610,605480,606180
3491,6627064,10141,355,10130,790,34730,35030,14010,14310
3492,6627135,10141,355,10135,1454,16210,17310,28460,29560
3493,6628608,10141,361,10137,1364,41100,41400,133090,133390
3494,6628690,10141,361,10140,973,13280,13780,3300,3800
3495,6630181,10141,365,10137,5995,40710,40910,86900,87100
3496,6630184,10141,365,10137,5577,35410,35510,90850,90950
3497,6631701,10141,370,10129,1032,96610,97210,134690,135290
3498,6631846,10141,370,10133,1861,22710,23410,85130,85830
3499,6631902,10141,370,10136,1795,103810,104510,248360,249060
3500,6633538,10141,388,551,338,23540,27140,6130,9730
3501,6633982,10141,388,10140,1752,14180,15080,3720,4620
3502,6633982,10141,388,10140,1752,19880,27180,9420,16720
3503,6636087,10141,398,10131,2073,12300,13200,56130,57030
3504,6636156,10141,398,10135,131,13400,14800,92250,93650
3505,6636156,10141,398,10135,131,16100,16700,94950,95550
3506,6636165,10141,398,10136,2052,26600,30000,64500,67900
3507,6636165,10141,398,10136,2052,31500,34800,69400,72700
3508,6636165,10141,398,10136,2052,38400,40900,76300,78800
3509,6637582,10141,405,10138,878,5620,6520,100020,100920
3510,6637677,10141,405,10140,1418,6120,7920,14590,16390
3511,6637677,10141,405,10140,1418,16020,19120,24490,27590
3512,6638513,10141,411,10136,3421,26690,27690,8590,9590
3513,6638565,10141,412,10115,349,27350,27750,20520,20920
3514,6638774,10141,412,10136,1795,112910,113710,169040,169840
3515,6638818,10141,412,10137,3625,113440,113740,60600,60900
3516,6638824,10141,412,10137,3665,36710,37710,28390,29390
3517,6641389,10141,429,10139,1410,49520,50520,70240,71240
3518,6641389,10141,429,10139,1410,84320,92620,105040,113340
3519,6641389,10141,429,10139,1410,136620,137320,157340,158040
3520,6642055,10141,433,3268,6,13100,13700,31780,32380
3521,6644071,10141,440,502,506,146910,147510,168140,168740
3522,6644089,10141,440,552,406,26810,32110,123120,128420
3523,6644089,10141,440,552,406,55910,77010,152220,173320
3524,6644089,10141,440,552,406,91810,93310,188120,189620
3525,6644089,10141,440,552,406,106910,109510,203220,205820
3526,6644241,10141,440,10130,593,17010,24710,28610,36310
3527,6644241,10141,440,10130,593,26810,31510,38410,43110
3528,6644450,10141,440,10138,878,7410,8610,234240,235440
3529,6644522,10141,440,10139,4699,36410,37310,127500,128400
3530,6644522,10141,440,10139,4699,101410,102110,192500,193200
3531,6644522,10141,440,10139,4699,155110,158710,246200,249800
3532,6645211,10141,443,10129,102,100220,100920,121300,122000
3533,6645258,10141,443,10130,575,82320,82620,86890,87190
3534,6645358,10141,443,10136,1795,100120,100620,232880,233380
3535,6645378,10141,443,10137,3625,65920,66120,89820,90020
3536,6645389,10141,443,10137,3357,35920,36320,116650,117050
3537,6648736,10141,461,10138,1036,19410,20010,106090,106690
3538,6649623,10141,464,10122,699,29470,29870,22620,23020
3539,6649723,10141,464,10137,2277,23410,24410,35650,36650
3540,6650305,10141,466,10135,321,7410,8310,94650,95550
3541,6650348,10141,466,10138,2000,7210,7610,14690,15090
3542,6651105,10141,471,551,519,16210,16910,25550,26250
3543,6651219,10141,471,10129,2976,146410,150110,211060,214760
3544,6651219,10141,471,10129,2976,161410,170210,226060,234860
3545,6651423,10141,471,10137,1498,60510,60710,129970,130170
3546,6651491,10141,471,10139,6708,136930,137630,127390,128090
3547,6654537,10141,487,10129,5041,34210,34410,89410,89610
3548,6654559,10141,487,10129,3692,48210,48310,71320,71420
3549,6656021,10141,493,10115,213,22710,26110,5610,9010
3550,6657604,10141,509,10115,6,19820,20420,15110,15710
3551,6657743,10141,509,10133,1700,20200,20700,28730,29230
3552,6657743,10141,509,10133,1700,24900,27800,33430,36330
3553,6657777,10141,509,10135,1009,16900,24100,39120,46320
3554,6657938,10141,509,10140,1752,17100,19000,21270,23170
3555,6658649,10141,514,10137,1709,29810,31810,80490,82490
3556,6658824,10141,515,10130,1147,5010,6010,16480,17480
3557,6658824,10141,515,10130,1147,73210,75510,84680,86980
3558,6658925,10141,515,10137,3555,1110,3210,25600,27700
3559,6660902,10141,523,10138,1792,195100,195300,313700,313900
3560,6660906,10141,523,10138,2184,213500,217100,241930,245530
3561,6661719,10141,528,10115,349,10100,11700,23840,25440
3562,6661946,10141,528,10136,1795,99800,100700,176300,177200
3563,6661981,10141,528,10137,3665,20400,21900,32450,33950
3564,6663769,10141,540,10129,4157,3700,4100,67100,67500
3565,6663811,10141,540,10134,830,15100,23800,33350,42050
3566,6663811,10141,540,10134,830,26300,28300,44550,46550
3567,6664681,10141,546,10134,244,6620,7120,38080,38580
3568,6664772,10141,546,10138,1036,12520,13420,128670,129570
3569,6665923,10141,552,10134,296,310,810,45580,46080
3570,6665928,10141,552,10134,644,36410,37410,140550,141550
3571,6672163,10141,578,10120,491,430390,430590,127730,127930
3572,6672199,10141,578,10120,1352,436070,436170,75510,75610
3573,6673467,10141,580,10130,721,102590,102990,118060,118460
3574,6673609,10141,580,10137,5695,69090,69290,70270,70470
3575,6675883,10141,594,552,415,7260,7960,129040,129740
3576,6676053,10141,594,10134,1179,10120,13320,56090,59290
3577,6676099,10141,594,10137,4547,24920,26220,100330,101630
3578,6676188,10141,594,10138,878,8820,9920,107940,109040
3579,6677308,10141,602,10137,5136,26720,27620,80800,81700
3580,6677323,10141,602,10137,1938,26820,27620,156580,157380
3581,6680190,10141,625,10129,5041,47210,47410,73580,73780
3582,6681865,10141,629,502,914,9400,10300,107480,108380
3583,6681975,10141,629,10131,953,4200,17600,49270,62670
3584,6681975,10141,629,10131,953,19200,20900,64270,65970
3585,6682029,10141,629,10137,1395,4900,5900,52820,53820
3586,6682029,10141,629,10137,1395,12600,14500,60520,62420
3587,6682037,10141,629,10137,2885,39600,39700,88130,88230
3588,6682082,10141,629,10138,1400,7800,8700,105500,106400
3589,6683399,10141,635,10131,166,205780,205980,106860,107060
3590,6683860,10141,636,10135,825,112810,113010,148070,148270
3591,6683860,10141,636,10135,825,126210,127310,161470,162570
3592,6683878,10141,636,10137,81,29410,30410,90970,91970
3593,6685339,10141,641,10129,3949,57410,62910,70020,75520
3594,6685595,10141,642,10130,1083,25010,25610,43580,44180
3595,6685776,10141,642,10139,1304,31010,31710,68360,69060
3596,6685776,10141,642,10139,1304,148810,149310,186160,186660
3597,6688986,10141,665,10138,1036,14810,15710,107890,108790
3598,6691378,10141,676,10137,5312,137920,138520,157340,157940
3599,6691486,10141,676,10139,6434,161020,161520,231380,231880
3600,6691508,10141,676,10140,1435,18120,20120,24840,26840
3601,6692621,10141,679,10134,1528,27300,28300,106370,107370
3602,6692706,10141,679,10138,617,101900,102600,189550,190250
3603,6693523,10141,684,10122,811,9910,11310,10810,12210
3604,6693523,10141,684,10122,811,31110,31810,32010,32710
3605,6693553,10141,684,10125,52,183760,184860,88530,89630
3606,6697744,10141,704,10129,3743,49800,50000,71780,71980
3607,6697745,10141,704,10129,5041,48500,48700,74640,74840
3608,6698994,10141,708,10133,1675,300550,300750,79920,80120
3609,6699265,10141,708,10137,5645,264110,264510,59190,59590
3610,6701955,10141,719,10129,5015,32310,33710,108570,109970
3611,6702264,10141,719,10139,7337,30610,31510,69640,70540
3612,6703353,10141,723,10130,1083,31790,32790,32810,33810
3613,6703353,10141,723,10130,1083,37090,37890,38110,38910
3614,6703525,10141,723,10135,711,6520,7320,3800,4600
3615,6707604,10141,742,10134,296,19710,23310,55960,59560
3616,6714091,10141,760,10129,4928,54920,55120,76330,76530
3617,6714139,10141,760,10130,714,26820,28420,41970,43570
3618,6714311,10141,760,10135,305,15620,17920,28400,30700
3619,6714436,10141,760,10138,1933,162520,163020,240960,241460
3620,6723050,10141,789,551,522,23330,23930,135970,136570
3621,6723052,10141,789,552,415,23450,24050,136340,136940
3622,6723322,10141,789,10129,1684,67970,68170,62710,62910
3623,6725903,10141,799,10137,3982,40170,52370,111230,123430
3624,6728296,10141,807,10129,2835,1410,2410,43070,44070
3625,6728344,10141,809,551,402,8140,9140,1320,2320
3626,6728444,10141,810,10115,575,10220,13820,14490,18090
3627,6730672,10141,828,10120,285,15810,16910,107180,108280
3628,6730736,10141,828,10129,1298,9710,10910,59180,60380
3629,6730959,10141,828,10137,2546,18710,19810,130010,131110
3630,6737858,10141,890,502,914,17310,19010,92780,94480
3631,6737998,10141,890,10137,2885,52210,52510,78740,79040
3632,6738003,10141,890,10137,5603,53710,53910,68470,68670
3633,6738867,10141,895,10120,951,21720,22320,77000,77600
3634,6740129,10141,904,10115,72,27710,28210,38520,39020
3635,6742503,10141,919,90,22,27120,27920,135010,135810
3636,6742550,10141,919,10120,951,28820,30420,73260,74860
3637,6742550,10141,919,10120,951,32020,32420,76460,76860
3638,6742649,10141,919,10137,3448,19620,20120,78630,79130
3639,6742658,10141,919,10137,3889,25720,25920,110240,110440
3640,6744245,10141,931,10131,64,200860,201060,184110,184310
3641,6800017,10141,1167,10130,104,204530,204930,120910,121310
3642,6822689,10141,1374,10132,3482,249420,251220,257960,259760
3643,6847419,10142,14,10116,1014,199340,202340,90910,93910
3644,6847419,10142,14,10116,1014,204940,207340,96510,98910
3645,6847771,10142,17,10116,1576,191230,196330,106820,111920
3646,6847778,10142,17,10116,1643,217590,233490,123810,139710
3647,6848731,10142,25,10137,154,133990,135090,30050,31150
3648,6849710,10142,33,10116,1014,217120,221520,90110,94510
3649,6849710,10142,33,10116,1014,222920,225920,95910,98910
3650,6851327,10142,44,10137,154,138890,139990,29850,30950
3651,6852228,10142,50,10116,1014,177900,182900,89510,94510
3652,6852228,10142,50,10116,1014,184100,187300,95710,98910
3653,6854413,10142,67,10137,154,80680,81780,28950,30050
3654,6854758,10142,69,10120,4,265420,266320,32300,33200
3655,6855287,10142,72,10116,1014,218940,223040,90210,94310
3656,6855287,10142,72,10116,1014,224740,227640,96010,98910
3657,6860441,10142,110,10136,3230,306340,307640,69290,70590
3658,6861809,10142,121,10132,3584,246310,246410,60290,60390
3659,6881916,10142,183,10137,1010,37910,38310,64830,65230
3660,6882354,10142,188,10136,3212,103240,104440,67010,68210
3661,6882626,10142,191,10136,581,141700,143000,45710,47010
3662,6884170,10142,198,551,758,171130,172130,11300,12300
3663,6884738,10142,203,10130,718,3770,5170,20980,22380
3664,6885523,10142,213,10136,581,125500,126800,45510,46810
3665,6887174,10142,223,10125,1847,62510,62710,120370,120570
3666,6887672,10142,225,10116,393,42510,42710,344220,344420
3667,6892787,10142,255,10138,594,11220,12420,45820,47020
3668,6895736,10142,285,10138,2295,247890,249190,59420,60720
3669,6896491,10142,294,10136,581,132380,133680,45910,47210
3670,6905409,10142,357,10118,79,13810,14310,50780,51280
3671,6905826,10142,361,10138,2295,50630,51730,59780,60880
3672,6913146,10142,406,10136,581,135680,137080,45410,46810
3673,6915119,10142,424,10138,2295,1740,2940,59600,60800
3674,6936861,10142,479,501,67,21410,22310,38450,39350
3675,6946559,10142,536,10136,3176,70260,71460,15500,16700
3676,6955955,10142,586,10138,594,1420,2620,45740,46940
3677,6960103,10142,622,551,758,168090,168890,11700,12500
3678,6960315,10142,624,10118,79,8410,9210,50300,51100
3679,6969420,10142,693,10125,1864,47610,47810,56160,56360
3680,6976433,10142,739,10136,581,171770,173170,45610,47010
3681,6976497,10142,740,10116,1707,300,12800,207590,220090
3682,6981369,10142,778,10136,3099,164390,172390,25700,33700
3683,6985220,10142,797,10139,6308,47630,47830,71180,71380
3684,6987018,10142,808,10136,3230,100200,101200,69790,70790
3685,6987036,10142,808,10138,2295,33400,34500,59780,60880
3686,6987129,10142,810,502,126,86400,87500,9110,10210
3687,6990555,10142,833,10136,581,175300,176500,45810,47010
3688,6993359,10142,854,10136,581,185600,186900,45610,46910
3689,6993361,10142,854,10136,2717,219050,220250,117390,118590
3690,6995824,10142,877,10136,1093,24710,25810,34870,35970
3691,6995839,10142,877,10138,1617,40310,41510,74590,75790
3692,6998720,10142,893,10138,2295,26530,27630,60240,61340
3693,7004187,10142,934,551,758,174250,174950,11600,12300
3694,7010913,10142,981,10138,264,57810,58610,80560,81360
3695,7011951,10142,995,10130,1121,136290,136490,32700,32900
3696,7012208,10142,998,10120,4,33700,34400,32800,33500
3697,7015111,10142,1026,10120,4,59050,59950,32600,33500
3698,7021281,10142,1069,10137,154,77190,78890,27550,29250
3699,7022080,10142,1075,10115,505,15220,18820,116120,119720
3700,7023616,10142,1083,10129,2553,207840,208240,34520,34920
3701,7027267,10142,1108,10137,212,39880,40280,56560,56960
3702,7028635,10142,1114,10138,2464,56810,57010,86340,86540
3703,7040442,10142,1190,10132,3793,116310,119110,10890,13690
3704,7041502,10142,1199,10129,2553,184440,185740,24320,25620
3705,7041502,10142,1199,10129,2553,186440,188740,26320,28620
3706,7045934,10142,1226,501,728,19710,20010,126460,126760
3707,7047359,10142,1236,10132,3793,115020,117020,18090,20090
3708,7049199,10142,1247,10139,2974,87200,87600,31080,31480
3709,7051491,10142,1264,10139,2746,64360,68960,27020,31620
3710,7055852,10142,1294,10125,1690,26620,27020,63660,64060
3711,7057100,10142,1302,10129,865,178660,183160,58520,63020
3712,7059136,10142,1311,10139,5004,66740,66940,51090,51290
3713,7066244,10145,45,552,588,300090,300890,19390,20190
3714,7068714,10145,65,10137,1914,36890,37490,95400,96000
3715,7072504,10145,109,10129,514,114500,114900,62720,63120
3716,7075993,10145,147,10131,166,134990,137290,65960,68260
3717,7076188,10145,148,501,134,18740,19240,9020,9520
3718,7080622,10145,204,10125,1853,29400,29900,44160,44660
3719,7080751,10145,204,10137,4722,42600,43600,175640,176640
3720,7081372,10145,208,10138,2821,157310,157510,272490,272690
3721,7083947,10145,228,10136,358,17120,17320,115810,116010
3722,7097013,10145,323,10118,436,4310,6410,50050,52150
3723,7097013,10145,323,10118,436,9110,10610,54850,56350
3724,7097743,10145,325,10130,503,196190,196690,95920,96420
3725,7098429,10145,333,10125,1649,116580,117680,41790,42890
3726,7102271,10145,363,10118,602,12710,14110,184160,185560
3727,7102411,10145,363,10134,455,46210,46710,52820,53320
3728,7102515,10145,363,10137,5091,63410,66010,120210,122810
3729,7104294,10145,378,10139,832,31120,31220,25510,25610
3730,7105105,10145,383,10137,2077,19320,20420,57570,58670
3731,7105105,10145,383,10137,2077,35020,40020,73270,78270
3732,7105107,10145,383,10137,5399,39120,39820,49100,49800
3733,7105107,10145,383,10137,5399,41520,43120,51500,53100
3734,7105109,10145,383,10137,3710,42520,43320,65060,65860
3735,7105821,10145,390,10138,3421,59040,59240,170150,170350
3736,7106809,10145,395,10137,862,30420,32020,41800,43400
3737,7107862,10145,400,10137,1006,51330,52630,76480,77780
3738,7107865,10145,400,10137,2568,62330,63930,249130,250730
3739,7110137,10145,410,10137,3242,117760,120860,78810,81910
3740,7110145,10145,410,10137,4006,106340,107940,81800,83400
3741,7110512,10145,412,10141,931,51720,52320,132610,133210
3742,7111966,10145,424,10139,832,40620,40820,25910,26110
3743,7119232,10145,474,10137,2100,56830,58130,65460,66760
3744,7120267,10145,478,10129,1697,29420,30920,68720,70220
3745,7121753,10145,485,10137,2032,29920,31320,67830,69230
3746,7121760,10145,485,10137,5091,39620,43020,93050,96450
3747,7128192,10145,527,10130,1245,82410,84410,27610,29610
3748,7131853,10145,551,10125,1383,37210,38110,91840,92740
3749,7134230,10145,568,502,780,13850,15950,18140,20240
3750,7177716,10145,672,3268,90,310810,311010,1004730,1004930
3751,7177807,10145,672,10125,2157,137270,137770,5590,6090
3752,7177997,10145,672,10139,32,146170,146870,34620,35320
3753,7177997,10145,672,10139,32,148570,148670,37020,37120
3754,7193280,10145,771,10138,3421,69520,69720,163020,163220
3755,7195986,10145,783,10139,6723,230,1030,4140,4940
3756,7195986,10145,783,10139,6723,4830,6630,8740,10540
3757,7197539,10145,796,10137,474,8920,10920,50970,52970
3758,7197900,10145,799,10138,3421,60400,60600,177640,177840
3759,7198598,10145,803,10137,2747,33530,33930,62030,62430
3760,7206493,10145,875,10137,573,34710,35110,66740,67140
3761,7208309,10145,882,10122,926,75210,75410,56710,56910
3762,7211391,10145,903,10129,174,183850,188050,13840,18040
3763,7215354,10145,925,10137,474,63420,64020,67370,67970
3764,7215787,10145,927,10137,1123,32530,32930,78470,78870
3765,7221504,10145,973,10137,747,61130,62030,44510,45410
3766,7222096,10145,978,10137,3287,34920,37220,69510,71810
3767,7222141,10145,978,10137,5030,36220,36720,67800,68300
3768,7226189,10145,1003,10134,780,11010,11910,50800,51700
3769,7226196,10145,1003,10134,1260,25210,25810,56630,57230
3770,7226197,10145,1003,10134,1318,28610,29110,48370,48870
3771,7227477,10145,1005,10133,494,254020,255020,58010,59010
3772,7229487,10145,1015,10137,3683,36300,36700,67030,67430
3773,7229507,10145,1015,10137,3035,36500,36900,94170,94570
3774,7229868,10145,1018,10137,1115,39830,40230,115740,116140
3775,7229913,10145,1018,10137,1178,39630,40130,84970,85470
3776,7232288,10145,1034,10131,3,126680,126980,32720,33020
3777,7236601,10145,1064,10125,2005,116570,116770,37620,37820
3778,7238849,10145,1076,10133,616,120970,122870,57520,59420
3779,7239567,10145,1078,10135,1645,76440,77140,71220,71920
3780,7239590,10145,1078,10137,2863,23620,25620,24370,26370
3781,7239590,10145,1078,10137,2863,29820,30520,30570,31270
3782,7239639,10145,1078,10139,2124,15720,16720,22210,23210
3783,7245491,10145,1137,10125,976,203300,205800,49320,51820
3784,7250161,10145,1168,10129,1697,103640,110340,69610,76310
3785,7250219,10145,1168,10134,1006,87000,88900,43410,45310
3786,7262528,10145,1275,10118,812,211770,212270,54020,54520
3787,7262571,10145,1275,10125,1165,82320,83120,89360,90160
3788,7262906,10145,1275,10138,3246,210070,210570,28790,29290
3789,7268056,10145,1320,10134,1316,34820,35720,35100,36000
3790,7280121,10145,1349,10133,29,69320,72820,172060,175560
3791,7283216,10145,1376,10139,832,36210,36910,45950,46650
3792,7291590,10145,1441,10122,1329,23510,24210,130140,130840
3793,7293031,10145,1454,10134,1138,55070,55570,37700,38200
3794,7293142,10145,1454,10137,1813,80490,83090,71500,74100
3795,7300658,10145,1505,10134,952,129110,129610,43900,44400
3796,7304105,10145,1536,10137,4981,37610,38310,60050,60750
3797,7307942,10145,1570,501,159,190,3990,454500,458300
3798,7308126,10145,1571,10134,1004,24910,25910,36840,37840
3799,7308134,10145,1571,10134,1316,29510,30010,39120,39620
3800,7312568,10145,1617,10137,4722,37300,38800,168470,169970
3801,7320763,10145,1673,10139,6551,28410,28610,96490,96690
3802,7320875,10145,1674,10138,3421,71400,71500,172910,173010
3803,7322105,10145,1686,502,268,28500,29000,32830,33330
3804,7324198,10145,1703,10118,1572,900,8600,9620,17320
3805,7324198,10145,1703,10118,1572,9100,11900,17820,20620
3806,7325782,10145,1713,10137,4964,900,2000,14580,15680
3807,7325950,10145,1714,10134,1601,13620,20020,210,6610
3808,7325986,10145,1714,10137,2164,45100,47000,64970,66870
3809,7325986,10145,1714,10137,2164,47200,48000,67070,67870
3810,7334533,10145,1785,10137,5040,48370,54370,63090,69090
3811,7335491,10145,1789,10137,3237,48190,48890,67130,67830
3812,7335509,10145,1789,10137,3847,49790,50790,63460,64460
3813,7335509,10145,1789,10137,3847,51790,54990,65460,68660
3814,7335611,10145,1789,10139,5020,18490,20190,26250,27950
3815,7336711,10145,1798,10137,4461,207290,207490,35010,35210
3816,7336713,10145,1798,10137,5274,203950,204750,57690,58490
3817,7336716,10145,1798,10137,4285,195690,196590,23400,24300
3818,7338336,10145,1813,10137,5248,22390,22790,75830,76230
3819,7342485,10145,1843,10137,1802,39790,40090,68550,68850
3820,7343033,10145,1845,10137,2790,38500,40200,67070,68770
3821,7346021,10145,1865,10137,1766,34710,35110,75400,75800
3822,7398397,10145,1891,10132,3057,900,3500,12970,15570
3823,7398982,10145,1894,10137,5030,35890,36290,70660,71060
3824,7398991,10145,1894,10137,1077,36290,36590,66290,66590
3825,7402472,10145,1921,10137,3246,43090,43890,73610,74410
3826,7402472,10145,1921,10137,3246,45590,46390,76110,76910
3827,7405500,10145,1950,10137,2790,60880,61480,62990,63590
3828,7406242,10145,1958,10129,1975,2690,4890,79800,82000
3829,7409805,10145,1992,10137,2747,42200,42700,63200,63700
3830,7410580,10145,2000,10125,1707,159680,159880,44410,44610
3831,7418221,10145,2044,10139,3336,31310,31710,36030,36430
3832,7418649,10145,2048,10137,1963,36490,36890,66950,67350
3833,7420185,10145,2060,10106,3366,19600,20100,22920,23420
3834,7420241,10145,2060,10125,702,36600,37300,84280,84980
3835,7422763,10145,2081,10137,1828,46620,48120,79760,81260
3836,7422769,10145,2081,10137,532,44020,45320,95230,96530
3837,7422771,10145,2081,10137,892,53920,54720,69420,70220
3838,7422776,10145,2081,10137,2855,44020,47220,72230,75430
3839,7422790,10145,2081,10137,2965,57620,59820,76060,78260
3840,7423152,10145,2084,10137,1836,40000,40600,68610,69210
3841,7423174,10145,2084,10137,3101,39600,39700,78310,78410
3842,7427180,10145,2112,10137,3080,30320,30620,67910,68210
3843,7427723,10145,2116,10139,3336,31500,32300,37390,38190
3844,7428452,10145,2122,10137,1828,36190,36690,70280,70780
3845,7428458,10145,2122,10137,532,36090,36590,88250,88750
3846,7428465,10145,2122,10137,2855,35990,36490,65350,65850
3847,7451904,10145,2145,10125,2333,39490,40690,42960,44160
3848,7457146,10145,2198,10139,883,3890,4390,210640,211140
3849,7461217,10145,2234,10132,4479,22190,25690,94170,97670
3850,7463761,10145,2257,10139,2953,58520,58720,85090,85290
3851,7515591,10145,2376,10139,1733,36740,36840,34220,34320
3852,7536671,10145,2388,501,719,44500,45400,216440,217340
3853,7538049,10145,2404,10129,5003,35890,42490,57380,63980
3854,7541369,10145,2428,10139,203,113500,114700,44900,46100
3855,7546463,10145,2467,10137,2185,63990,64990,51200,52200
3856,7547605,10145,2472,10134,838,71120,78020,15110,22010
3857,7547672,10145,2472,10137,4485,97360,98760,52600,54000
3858,7547673,10145,2472,10137,2279,103880,105380,89410,90910
3859,7548558,10145,2475,10134,988,5070,5570,17610,18110
3860,7548629,10145,2475,10137,4679,15970,16170,2670,2870
3861,7548637,10145,2475,10137,4806,16070,16170,18960,19060
3862,7550440,10145,2485,10137,2032,98850,100350,68200,69700
3863,7550449,10145,2485,10137,5091,109410,111710,94290,96590
3864,7558816,10145,2553,10125,1383,41980,42180,89560,89760
3865,7562590,10145,2575,10139,832,52690,53490,39810,40610
3866,7587468,10145,2666,10139,1396,50730,54730,16220,20220
3867,7587495,10145,2666,10139,2155,104360,108860,29910,34410
3868,7594887,10145,2722,10139,832,57730,58430,37510,38210
3869,7598669,10146,17,10138,2267,164240,164940,195310,196010
3870,7598669,10146,17,10138,2267,187740,192140,218810,223210
3871,7598669,10146,17,10138,2267,198240,199540,229310,230610
3872,7598670,10146,17,10138,2508,91540,92240,188470,189170
3873,7598707,10146,17,10138,2850,139640,140340,145920,146620
3874,7598901,10146,18,10134,1179,11540,12140,67470,68070
3875,7598997,10146,18,10141,789,11940,12740,29590,30390
3876,7598997,10146,18,10141,789,19440,26240,37090,43890
3877,7598997,10146,18,10141,789,28540,30240,46190,47890
3878,7598997,10146,18,10141,789,30440,33240,48090,50890
3879,7601073,10146,28,10137,2080,26450,27850,13210,14610
3880,7601235,10146,30,10125,860,830,930,1210,1310
3881,7601235,10146,30,10125,860,5230,10930,5610,11310
3882,7602003,10146,33,10137,3918,96790,97490,95200,95900
3883,7602060,10146,33,10138,2216,108530,112430,287110,291010
3884,7602060,10146,33,10138,2216,121430,132630,300010,311210
3885,7602060,10146,33,10138,2216,138130,143230,316710,321810
3886,7602080,10146,33,10138,2138,216830,218930,312100,314200
3887,7603429,10146,38,10138,1898,92730,93630,274050,274950
3888,7604055,10146,41,10137,2793,7540,8640,10580,11680
3889,7604759,10146,45,10131,40,127600,128400,73600,74400
3890,7604886,10146,45,10137,3932,119050,123750,67990,72690
3891,7604923,10146,45,10138,1996,101840,102640,237590,238390
3892,7606236,10146,52,551,568,116920,117620,310620,311320
3893,7606294,10146,52,10122,202,117840,120040,79400,81600
3894,7606294,10146,52,10122,202,122140,123940,83700,85500
3895,7606514,10146,52,10138,2001,48720,49620,320920,321820
3896,7606522,10146,52,10138,2267,77120,84420,220390,227690
3897,7606522,10146,52,10138,2267,85720,89920,228990,233190
3898,7606522,10146,52,10138,2267,98720,103120,241990,246390
3899,7606530,10146,52,10138,1677,71620,72420,132030,132830
3900,7606530,10146,52,10138,1677,80120,83420,140530,143830
3901,7606530,10146,52,10138,1677,105120,106820,165530,167230
3902,7606993,10146,56,10132,5120,8830,14030,152410,157610
3903,7607383,10146,57,10134,1064,70050,70850,51600,52400
3904,7607386,10146,57,10134,954,105990,106890,78310,79210
3905,7608065,10146,60,10137,2627,63110,63610,12510,13010
3906,7608065,10146,60,10137,2627,68410,68910,17810,18310
3907,7608522,10146,64,552,925,45410,46710,27250,28550
3908,7609554,10146,70,10137,2940,37440,37840,60860,61260
3909,7609588,10146,70,10138,2894,57840,59040,154700,155900
3910,7609588,10146,70,10138,2894,72040,75840,168900,172700
